,date,league,matchweek,home_team_id,home_team,home_manager,home_formation,home_goals,home_xg,away_xg,away_goals,away_team,away_manager,away_formation,away_team_id,home_team_form,home_team_league_pos,home_team_points_diff,home_team_home_form,home_team_home_league_pos,home_team_home_points_diff,home_team_average_goals_form,home_team_average_xg_form,home_team_average_goals_form_against,home_team_average_xg_form_against,away_team_form,away_team_league_pos,away_team_points_diff,away_team_away_form,away_team_away_league_pos,away_team_away_points_diff,away_team_average_goals_form,away_team_average_xg_form,away_team_average_goals_form_against,away_team_average_xg_form_against
12,"Monday August 19, 2024",La Liga ,1,2a8183b3,Villarreal,Marcelino,4-4-2,2,0.8,1.1,2,Atlético Madrid,Diego Simeone,3-4-3,db3b9613,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
13,"Monday August 19, 2024",La Liga ,1,17859612,Valladolid,Paulo Pezzolano,4-5-1,1,0.8,0.7,0,Espanyol,Manolo González,5-3-2,a8661628,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
14,"Monday August 26, 2024",La Liga ,3,2a8183b3,Villarreal,Marcelino,4-4-2,4,3.6,2.7,3,Celta Vigo,Claudio Giráldez,3-4-3,f25da7fb,DW,3.0,4,D,4.0,1,2.0,0.8,2.0,1.1,WW,1.0,3,,16.0,-3,,,,
15,"Monday November 4, 2024",La Liga ,12,f25da7fb,Celta Vigo,Claudio Giráldez,3-4-3,1,1.9,0.5,0,Getafe,Pepe Bordalás,4-2-3-1,7848bd64,LDWLL,11.0,-5,LDL,6.0,-2,0.6666666666666666,1.2666666666666666,1.3333333333333333,0.7000000000000001,LWDDD,15.0,-14,LLD,18.0,-4,0.3333333333333333,1.2,1.0,1.4000000000000001
16,"Monday October 21, 2024",La Liga ,10,dcc91a7b,Valencia,Rubén Baraja,4-4-2,2,1.6,1.2,3,Las Palmas,Diego Martínez ,4-2-3-1,0049d422,LWDLD,18.0,-1,DWD,20.0,-5,1.0,0.7333333333333334,0.3333333333333333,0.4666666666666666,LLDLL,20.0,0,LLL,10.0,6,0.6666666666666666,0.7999999999999999,2.3333333333333335,2.233333333333333
17,"Monday October 28, 2024",La Liga ,11,2aa12281,Mallorca,Jagoba Arrasate,4-4-2,0,0.5,0.6,0,Athletic Club,Ernesto Valverde,4-2-3-1,2b390eca,WWWLW,5.0,-6,LWW,12.0,-4,1.0,1.1666666666666667,0.6666666666666666,1.0,WWDLW,5.0,-1,WWL,7.0,-7,2.0,2.033333333333333,1.3333333333333333,1.4000000000000001
18,"Monday September 16, 2024",La Liga ,5,98e8af82,Rayo Vallecano,Iñigo Pérez,4-2-3-1,3,1.6,0.3,1,Osasuna,Vicente Moreno,4-3-3,03c57e2b,WDLL,12.0,3,L,14.0,-2,1.0,0.4,2.0,1.4,DWLW,5.0,3,L,14.0,2,0.0,0.0,4.0,2.4
19,"Monday September 23, 2024",La Liga ,6,fc536746,Real Betis,Manuel Pellegrini,4-2-3-1,1,1.0,1.0,2,Mallorca,Jagoba Arrasate,4-2-3-1,2aa12281,DDWLW,6.0,-1,DWW,5.0,0,1.6666666666666667,2.033333333333333,0.6666666666666666,0.7666666666666667,DLDWL,13.0,-5,LW,3.0,-2,0.5,0.8,0.5,0.44999999999999996
20,"Monday September 30, 2024",La Liga ,8,2a8183b3,Villarreal,Marcelino,4-4-2,3,2.8,0.9,1,Las Palmas,Luis Carrión,4-4-2,0049d422,WDWLW,4.0,5,DWL,8.0,2,2.3333333333333335,2.2,3.3333333333333335,2.566666666666667,DLLLD,20.0,3,LLL,10.0,6,0.6666666666666666,0.7999999999999999,2.0,1.8
21,"Saturday August 17, 2024",La Liga ,1,dcc91a7b,Valencia,Rubén Baraja,4-4-2,1,1.0,3.2,2,Barcelona,Hansi Flick,4-2-3-1,206d90db,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
22,"Saturday August 17, 2024",La Liga ,1,03c57e2b,Osasuna,Vicente Moreno,4-3-3,1,1.7,1.0,1,Leganés,Borja Jiménez,4-2-3-1,7c6f2c78,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
23,"Saturday August 24, 2024",La Liga ,2,03c57e2b,Osasuna,Vicente Moreno,4-1-4-1,1,0.6,0.6,0,Mallorca,Jagoba Arrasate,4-3-3,2aa12281,D,5.0,-2,D,8.0,-2,1.0,1.7,1.0,1.0,D,5.0,-2,,12.0,-1,,,,
24,"Saturday August 24, 2024",La Liga ,2,7848bd64,Getafe,Pepe Bordalás,4-2-3-1,0,0.5,0.2,0,Rayo Vallecano,Iñigo Pérez,4-2-3-1,98e8af82,D,5.0,-2,,8.0,-2,,,,,W,1.0,2,W,1.0,2,2.0,1.1,1.0,1.1
25,"Saturday August 24, 2024",La Liga ,2,206d90db,Barcelona,Hansi Flick,4-2-3-1,2,1.8,1.0,1,Athletic Club,Ernesto Valverde,4-2-3-1,2b390eca,W,1.0,0,,1.0,0,,,,,D,5.0,1,,12.0,0,,,,
26,"Saturday August 24, 2024",La Liga ,2,a8661628,Espanyol,Manolo González,4-4-2,0,1.6,0.7,1,Real Sociedad,Imanol Alguacil,4-1-4-1,e31d1cd9,L,17.0,0,,16.0,-3,,,,,L,17.0,-1,,1.0,3,,,,
27,"Saturday August 31, 2024",La Liga ,4,206d90db,Barcelona,Hansi Flick,4-3-3,7,4.7,0.5,0,Valladolid,Paulo Pezzolano,4-1-4-1,17859612,WWW,1.0,0,W,1.0,0,2.0,1.8,1.0,1.0,WLD,8.0,-2,L,17.0,0,0.0,0.4,3.0,2.1
28,"Saturday August 31, 2024",La Liga ,4,2b390eca,Athletic Club,Ernesto Valverde,4-2-3-1,0,0.3,1.7,1,Atlético Madrid,Diego Simeone,3-4-3,db3b9613,DLW,8.0,1,DW,10.0,1,1.0,0.85,0.5,0.45,DWD,4.0,-4,D,5.0,-1,2.0,1.1,2.0,0.8
29,"Saturday August 31, 2024",La Liga ,4,dcc91a7b,Valencia,Rubén Baraja,4-4-2,1,1.1,0.5,1,Villarreal,Marcelino,4-4-2,2a8183b3,LLL,20.0,0,L,10.0,0,1.0,1.0,2.0,3.2,DWW,2.0,4,W,2.0,4,2.0,0.9,1.0,1.0
30,"Saturday August 31, 2024",La Liga ,4,a8661628,Espanyol,Manolo González,4-4-2,2,1.6,1.3,1,Rayo Vallecano,Iñigo Pérez,4-4-2,98e8af82,LLD,19.0,-2,L,8.0,0,0.0,1.6,1.0,0.7,WDL,8.0,3,WD,8.0,3,1.0,0.65,0.5,0.8
31,"Saturday August 31, 2024",La Liga ,4,7c6f2c78,Leganés,Borja Jiménez,4-2-3-1,0,0.3,1.0,1,Mallorca,Jagoba Arrasate,4-2-3-1,2aa12281,DWD,4.0,2,W,15.0,0,2.0,1.5,1.0,0.9,DLD,15.0,-5,L,3.0,1,0.0,0.6,1.0,0.6
32,"Saturday November 2, 2024",La Liga ,12,03c57e2b,Osasuna,Vicente Moreno,4-3-3,1,2.2,0.2,0,Valladolid,Paulo Pezzolano,4-2-3-1,17859612,DWDLW,5.0,8,WWL,2.0,3,2.3333333333333335,2.033333333333333,1.6666666666666667,1.2333333333333334,LLLWL,19.0,-4,LLW,16.0,0,1.6666666666666667,1.2,2.3333333333333335,1.4666666666666668
33,"Saturday November 2, 2024",La Liga ,12,9024a00a,Girona,Michel,3-4-3,4,2.0,0.4,3,Leganés,Borja Jiménez,4-1-2-1-2,7c6f2c78,DDWLL,12.0,-4,DWL,9.0,1,0.6666666666666666,1.4333333333333333,0.6666666666666666,1.7666666666666666,LDDLW,14.0,1,DDL,14.0,3,1.0,0.6,1.6666666666666667,2.266666666666667
34,"Saturday November 9, 2024",La Liga ,13,2a8183b3,Villarreal,Marcelino,4-4-2,3,1.5,0.5,0,Alavés,Luis García,4-2-3-1,8d6fd021,WLDWW,3.0,3,WDW,8.0,2,2.3333333333333335,1.7333333333333334,0.6666666666666666,1.0999999999999999,LLLLW,14.0,-5,LLL,16.0,-6,0.6666666666666666,0.7666666666666666,2.0,1.7666666666666666
35,"Saturday November 9, 2024",La Liga ,13,7c6f2c78,Leganés,Borja Jiménez,4-2-3-1,1,1.1,0.6,0,Sevilla,García Pimienta,4-3-3,ad2be733,DDLWL,15.0,1,LDW,9.0,-2,1.0,1.1,0.6666666666666666,0.9,DWLWL,11.0,0,DLW,10.0,3,1.3333333333333333,0.9666666666666668,2.0,2.3333333333333335
36,"Saturday November 9, 2024",La Liga ,13,53a2f082,Real Madrid,Carlo Ancelotti,4-3-3,4,3.1,0.1,0,Osasuna,Vicente Moreno,4-3-3,03c57e2b,DWWLW,2.0,6,WLW,1.0,3,2.0,1.7,1.3333333333333333,1.2666666666666668,WDLWW,5.0,8,DDW,13.0,5,1.0,0.6,0.3333333333333333,1.0333333333333334
37,"Saturday October 19, 2024",La Liga ,10,03c57e2b,Osasuna,Vicente Moreno,4-3-3,1,2.0,2.1,2,Real Betis,Manuel Pellegrini,4-4-2,fc536746,LWDWD,5.0,5,WWW,2.0,3,3.0,1.6666666666666667,1.6666666666666667,1.0999999999999999,WLDWL,10.0,-4,LDL,10.0,-3,0.3333333333333333,1.0333333333333332,1.3333333333333333,1.5999999999999999
38,"Saturday October 19, 2024",La Liga ,10,f25da7fb,Celta Vigo,Claudio Giráldez,3-4-3,1,1.8,0.7,2,Real Madrid,Carlo Ancelotti,3-4-3,53a2f082,WLLDW,8.0,-2,WLD,6.0,-2,1.3333333333333333,1.2666666666666666,1.0,0.6333333333333333,WWWDW,2.0,3,DWD,5.0,3,1.3333333333333333,1.8666666666666665,0.6666666666666666,1.0666666666666667
39,"Saturday October 19, 2024",La Liga ,10,2b390eca,Athletic Club,Ernesto Valverde,4-2-3-1,4,1.3,0.2,1,Espanyol,Manolo González,4-2-3-1,a8661628,WWWDL,6.0,-1,LWD,7.0,0,1.3333333333333333,1.0,1.0,1.3666666666666665,WLLLW,13.0,4,DLL,20.0,1,0.3333333333333333,0.4666666666666666,1.6666666666666667,2.9333333333333336
40,"Saturday October 19, 2024",La Liga ,10,9024a00a,Girona,Michel,3-1-4-2,0,0.4,1.7,1,Real Sociedad,Imanol Alguacil,4-1-4-1,e31d1cd9,LLDDW,10.0,-4,LDW,9.0,1,1.0,1.7333333333333334,1.6666666666666667,1.8333333333333333,LDLWD,15.0,-1,DDL,4.0,2,0.0,0.6666666666666666,0.3333333333333333,0.9333333333333332
41,"Saturday October 26, 2024",La Liga ,11,0049d422,Las Palmas,Diego Martínez ,4-2-3-1,1,0.9,0.6,0,Girona,Michel,4-4-2,9024a00a,LDLLW,19.0,3,LDL,18.0,0,1.0,1.2333333333333334,1.6666666666666667,1.4666666666666668,LDDWL,11.0,-4,WLD,7.0,-2,1.0,1.0333333333333334,1.0,0.6
42,"Saturday October 26, 2024",La Liga ,11,98e8af82,Rayo Vallecano,Iñigo Pérez,4-4-2,1,1.9,0.9,0,Alavés,Luis García,5-4-1,8d6fd021,DDDWL,9.0,5,WDD,15.0,-5,1.6666666666666667,1.4000000000000001,1.0,0.5666666666666667,WLLLL,14.0,-5,LLL,16.0,-6,1.3333333333333333,1.0999999999999999,2.6666666666666665,1.6666666666666667
43,"Saturday October 26, 2024",La Liga ,11,53a2f082,Real Madrid,Carlo Ancelotti,4-4-2,0,1.5,2.6,4,Barcelona,Hansi Flick,4-2-3-1,206d90db,WWDWW,2.0,6,WWW,1.0,3,3.0,2.066666666666667,1.0,0.7666666666666667,WWLWW,1.0,0,WLW,1.0,0,3.3333333333333335,2.466666666666667,1.6666666666666667,1.7000000000000002
44,"Saturday October 26, 2024",La Liga ,11,17859612,Valladolid,Paulo Pezzolano,4-2-3-1,1,0.9,2.0,2,Villarreal,Marcelino,4-4-2,2a8183b3,DLLLW,17.0,-4,DLL,18.0,-3,0.6666666666666666,1.4000000000000001,1.3333333333333333,1.7,LWWLD,4.0,3,WWL,2.0,1,1.3333333333333333,1.5,1.3333333333333333,0.39999999999999997
45,"Saturday October 5, 2024",La Liga ,9,53a2f082,Real Madrid,Carlo Ancelotti,4-4-2,2,0.5,1.1,0,Villarreal,Marcelino,4-3-3,2a8183b3,WWWWD,2.0,0,WWW,1.0,3,3.0,2.6999999999999997,1.0,0.6,DWLWW,3.0,5,DWW,2.0,1,1.6666666666666667,1.3,1.0,0.6
46,"Saturday October 5, 2024",La Liga ,9,7848bd64,Getafe,Pepe Bordalás,4-4-2,1,0.8,0.3,1,Osasuna,Vicente Moreno,4-3-3,03c57e2b,DLDLW,15.0,-8,DDW,15.0,-13,1.0,1.4000000000000001,0.3333333333333333,0.3666666666666667,WLWDW,5.0,4,LLD,13.0,5,0.3333333333333333,0.26666666666666666,2.3333333333333335,1.5666666666666667
47,"Saturday October 5, 2024",La Liga ,9,17859612,Valladolid,Paulo Pezzolano,4-3-3,1,2.0,1.5,2,Rayo Vallecano,Iñigo Pérez,4-4-2,98e8af82,LLDLL,18.0,-1,DDL,18.0,-3,0.3333333333333333,1.0999999999999999,0.6666666666666666,1.2666666666666668,LWDDD,9.0,2,DLD,7.0,7,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3666666666666665
48,"Saturday October 5, 2024",La Liga ,9,a8661628,Espanyol,Manolo González,4-2-3-1,2,0.9,1.6,1,Mallorca,Jagoba Arrasate,4-4-1-1,2aa12281,WWLLL,15.0,1,WWL,12.0,0,2.0,1.2,1.6666666666666667,1.5999999999999999,WLWWW,5.0,-3,WWW,5.0,-2,1.6666666666666667,1.4000000000000001,0.6666666666666666,0.8333333333333334
49,"Saturday October 5, 2024",La Liga ,9,0049d422,Las Palmas,Luis Carrión,4-2-3-1,0,1.3,0.8,1,Celta Vigo,Claudio Giráldez,3-4-3,f25da7fb,LLLDL,20.0,3,DLD,18.0,0,1.3333333333333333,1.0666666666666667,1.6666666666666667,2.033333333333333,LWLLD,9.0,-5,LLL,14.0,-2,2.0,1.9000000000000001,3.3333333333333335,1.7333333333333334
50,"Saturday September 14, 2024",La Liga ,5,e31d1cd9,Real Sociedad,Imanol Alguacil,4-5-1,0,1.1,2.3,2,Real Madrid,Carlo Ancelotti,4-2-3-1,53a2f082,LWLD,12.0,3,LL,19.0,-1,1.0,1.05,2.0,1.35,DWDW,2.0,-1,DD,5.0,0,1.0,1.55,1.0,0.9
51,"Saturday September 14, 2024",La Liga ,5,2aa12281,Mallorca,Jagoba Arrasate,4-2-3-1,1,0.3,1.8,2,Villarreal,Marcelino,4-4-2,2a8183b3,DLDW,9.0,-5,DD,14.0,-4,0.5,0.95,0.5,0.6499999999999999,DWWD,2.0,5,WD,2.0,4,1.5,0.7,1.0,1.05
52,"Saturday September 14, 2024",La Liga ,5,ad2be733,Sevilla,García Pimienta,3-4-3,1,1.4,1.0,0,Getafe,Pepe Bordalás,4-4-2,7848bd64,DLDL,18.0,-4,LL,11.0,-3,0.5,0.95,2.0,1.4,DDLD,17.0,-6,DL,16.0,-2,1.0,0.7,1.5,1.45
53,"Saturday September 14, 2024",La Liga ,5,a8661628,Espanyol,Manolo González,4-4-2,3,1.6,1.9,2,Alavés,Luis García,4-2-3-1,8d6fd021,LLDW,12.0,-2,LW,11.0,0,1.0,1.6,1.0,1.0,LDWW,5.0,-2,LW,10.0,-6,1.5,1.6,1.5,0.9
54,"Saturday September 21, 2024",La Liga ,6,03c57e2b,Osasuna,Vicente Moreno,4-1-4-1,2,1.9,0.8,1,Las Palmas,Luis Carrión,4-5-1,0049d422,DWLWL,7.0,3,DWW,3.0,3,1.6666666666666667,1.0666666666666667,1.0,1.0999999999999999,DLDLL,19.0,2,LL,13.0,3,0.5,0.8,2.0,1.75
55,"Saturday September 21, 2024",La Liga ,6,dcc91a7b,Valencia,Rubén Baraja,4-2-3-1,2,0.4,0.4,0,Girona,Michel,4-4-2,9024a00a,LLLDL,20.0,-2,LD,17.0,-5,1.0,1.05,1.5,1.85,DLWWL,7.0,-2,DLW,9.0,-5,1.0,1.4000000000000001,1.3333333333333333,1.1666666666666667
56,"Saturday September 21, 2024",La Liga ,6,53a2f082,Real Madrid,Carlo Ancelotti,4-3-3,4,4.4,0.3,1,Espanyol,Manolo González,5-3-2,a8661628,DWDWW,2.0,-1,WW,1.0,3,2.5,2.25,0.0,0.5,LLDWW,7.0,1,LD,19.0,1,0.0,0.6499999999999999,0.5,1.5499999999999998
57,"Saturday September 21, 2024",La Liga ,6,17859612,Valladolid,Paulo Pezzolano,4-2-3-1,0,1.0,1.4,0,Real Sociedad,Imanol Alguacil,4-1-2-1-2,e31d1cd9,WLDLL,16.0,-2,WD,17.0,-4,0.5,0.9500000000000001,0.0,0.44999999999999996,LWLDL,16.0,3,WD,6.0,2,0.5,0.35,0.0,1.1
58,"Saturday September 28, 2024",La Liga ,8,e31d1cd9,Real Sociedad,Imanol Alguacil,4-1-4-1,3,3.4,0.8,0,Valencia,Rubén Baraja,4-4-2,dcc91a7b,LDLDL,16.0,1,LLL,17.0,-6,0.6666666666666666,1.0666666666666667,2.0,1.6666666666666667,LDLWD,16.0,-2,LLL,18.0,2,0.3333333333333333,0.3666666666666667,2.3333333333333335,1.9333333333333333
59,"Saturday September 28, 2024",La Liga ,8,98e8af82,Rayo Vallecano,Iñigo Pérez,4-2-3-1,1,0.9,0.9,1,Leganés,Borja Jiménez,4-2-3-1,7c6f2c78,LLWDD,9.0,2,LWD,15.0,-5,1.6666666666666667,1.2333333333333334,1.3333333333333333,0.7333333333333333,DLLDL,15.0,3,DLD,14.0,3,0.3333333333333333,0.3,1.0,1.5666666666666667
60,"Saturday September 28, 2024",La Liga ,8,7848bd64,Getafe,Pepe Bordalás,4-4-2,2,2.1,0.5,0,Alavés,Luis García,4-2-3-1,8d6fd021,LDLDL,19.0,-8,DDD,15.0,-13,0.3333333333333333,0.8666666666666667,0.3333333333333333,0.26666666666666666,WWLWL,8.0,-5,WLL,16.0,-6,2.0,1.4666666666666668,2.3333333333333335,1.3
61,"Saturday September 28, 2024",La Liga ,8,03c57e2b,Osasuna,Vicente Moreno,4-3-3,4,2.2,0.8,2,Barcelona,Hansi Flick,4-3-3,206d90db,LWLWD,6.0,4,WWW,2.0,3,2.0,1.1333333333333333,1.0,1.0333333333333334,WWWWW,1.0,0,WWW,1.0,0,3.6666666666666665,2.4,1.0,1.3
62,"Sunday August 18, 2024",La Liga ,1,2aa12281,Mallorca,Jagoba Arrasate,4-3-3,1,1.0,0.6,1,Real Madrid,Carlo Ancelotti,4-3-3,53a2f082,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
63,"Sunday August 18, 2024",La Liga ,1,e31d1cd9,Real Sociedad,Imanol Alguacil,4-3-3,1,1.1,1.1,2,Rayo Vallecano,Iñigo Pérez,4-4-2,98e8af82,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
64,"Sunday August 25, 2024",La Liga ,2,7c6f2c78,Leganés,Borja Jiménez,4-1-4-1,2,1.5,0.9,1,Las Palmas,Luis Carrión,4-2-3-1,0049d422,D,5.0,1,,1.0,0,,,,,D,5.0,1,,12.0,0,,,,
65,"Sunday August 25, 2024",La Liga ,2,8d6fd021,Alavés,Luis García,4-4-2,0,0.2,1.5,0,Real Betis,Manuel Pellegrini,4-2-3-1,fc536746,L,17.0,-3,,8.0,1,,,,,D,5.0,1,,5.0,-2,,,,
66,"Sunday August 25, 2024",La Liga ,2,db3b9613,Atlético Madrid,Diego Simeone,5-3-2,3,1.2,0.7,0,Girona,Michel,4-3-3,9024a00a,D,5.0,-2,,1.0,0,,,,,D,5.0,-2,D,5.0,-2,1.0,1.6,1.0,1.4
67,"Sunday August 25, 2024",La Liga ,2,53a2f082,Real Madrid,Carlo Ancelotti,4-2-3-1,3,2.1,0.4,0,Valladolid,Paulo Pezzolano,4-1-4-1,17859612,D,5.0,1,,1.0,0,,,,,W,1.0,0,,12.0,0,,,,
68,"Sunday November 10, 2024",La Liga ,13,2aa12281,Mallorca,Jagoba Arrasate,4-4-2,0,0.6,0.6,1,Atlético Madrid,Diego Simeone,4-4-1-1,db3b9613,WLWDL,8.0,-5,WWD,12.0,-4,0.6666666666666666,1.2333333333333334,0.0,0.6,DDWLW,4.0,-1,WDL,3.0,5,0.6666666666666666,0.5333333333333333,0.6666666666666666,1.4666666666666668
69,"Sunday November 10, 2024",La Liga ,13,17859612,Valladolid,Paulo Pezzolano,5-4-1,1,0.6,1.4,1,Athletic Club,Ernesto Valverde,4-2-3-1,2b390eca,LLWLL,19.0,-4,LLL,18.0,-3,1.0,1.3666666666666665,2.0,1.9000000000000001,DLWDD,6.0,-5,WLD,7.0,-7,1.0,1.6666666666666667,0.6666666666666666,1.0999999999999999
70,"Sunday November 10, 2024",La Liga ,13,fc536746,Real Betis,Manuel Pellegrini,4-4-1-1,2,1.4,1.3,2,Celta Vigo,Claudio Giráldez,3-4-3,f25da7fb,WLWWD,6.0,-3,LWW,4.0,-2,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,DWLLW,9.0,-5,LWL,14.0,-2,0.6666666666666666,1.0,2.0,1.2
71,"Sunday November 10, 2024",La Liga ,13,e31d1cd9,Real Sociedad,Imanol Alguacil,4-1-4-1,1,1.8,0.6,0,Barcelona,Hansi Flick,4-2-3-1,206d90db,WDWLW,11.0,-4,WDL,17.0,-6,1.3333333333333333,2.0,1.0,0.7666666666666666,LWWWW,1.0,0,LWW,1.0,0,3.0,2.0333333333333337,1.3333333333333333,1.4666666666666668
72,"Sunday November 10, 2024",La Liga ,13,7848bd64,Getafe,Pepe Bordalás,4-2-3-1,0,0.6,0.2,1,Girona,Michel,4-2-3-1,9024a00a,WDDDL,16.0,-14,WDD,15.0,-13,1.3333333333333333,1.7000000000000002,0.6666666666666666,0.5,DWLLW,11.0,-4,LDL,7.0,-2,0.3333333333333333,0.6,1.3333333333333333,0.6
73,"Sunday November 3, 2024",La Liga ,12,db3b9613,Atlético Madrid,Diego Simeone,4-4-2,2,1.6,0.0,0,Las Palmas,Diego Martínez ,4-3-3,0049d422,WDDWL,4.0,-1,WDW,4.0,-4,2.3333333333333335,2.9333333333333336,0.6666666666666666,0.39999999999999997,DLLWW,18.0,3,LLW,10.0,6,1.6666666666666667,0.9666666666666667,2.3333333333333335,2.1
74,"Sunday November 3, 2024",La Liga ,12,206d90db,Barcelona,Hansi Flick,4-2-3-1,3,1.8,0.9,1,Espanyol,Manolo González,4-1-4-1,a8661628,WLWWW,1.0,0,WWW,3.0,0,4.333333333333333,3.466666666666667,0.3333333333333333,0.7333333333333334,LLWLL,15.0,1,LLL,20.0,1,0.6666666666666666,0.3333333333333333,3.0,2.6
75,"Sunday November 3, 2024",La Liga ,12,2b390eca,Athletic Club,Ernesto Valverde,4-2-3-1,1,4.0,0.9,1,Real Betis,Manuel Pellegrini,4-4-2,fc536746,WDLWD,5.0,-3,WDW,7.0,0,2.6666666666666665,1.3333333333333333,1.0,0.8666666666666667,DWLWW,5.0,-4,DLW,10.0,-3,1.0,1.5333333333333332,1.0,1.4666666666666668
