,date,league,matchweek,home_team_id,home_team,home_manager,home_formation,home_goals,home_xg,away_xg,away_goals,away_team,away_manager,away_formation,away_team_id,home_team_form,home_team_league_pos,home_team_points_diff,home_team_home_form,home_team_home_league_pos,home_team_home_points_diff,home_team_average_goals_form,home_team_average_xg_form,home_team_average_goals_form_against,home_team_average_xg_form_against,away_team_form,away_team_league_pos,away_team_points_diff,away_team_away_form,away_team_away_league_pos,away_team_away_points_diff,away_team_average_goals_form,away_team_average_xg_form,away_team_average_goals_form_against,away_team_average_xg_form_against
10,"Friday December 22, 2023",Serie A ,17,c5577084,Salernitana,Filippo Inzaghi,4-2-3-1,2,1.4,2.2,2,Milan,Stefano Pioli,4-2-3-1,dc56fe14,DWLLL,20.0,2,LWL,20.0,4,1.0,0.8333333333333334,1.6666666666666667,1.8333333333333333,DWWLW,3.0,4,DDL,2.0,3,2.0,1.5333333333333332,2.3333333333333335,2.1333333333333333
11,"Friday December 29, 2023",Serie A ,18,d48ad4ff,Napoli,Walter Mazzarri,4-3-3,0,2.0,1.1,0,Monza,Raffaele Palladino,3-4-3,21680aa4,WLLWL,7.0,-9,LLW,11.0,-15,0.6666666666666666,1.0999999999999999,1.6666666666666667,1.4333333333333336,DLWLL,11.0,5,WDL,10.0,6,1.3333333333333333,1.0333333333333334,1.6666666666666667,1.5333333333333332
12,"Friday December 29, 2023",Serie A ,18,421387cf,Fiorentina,Vincenzo Italiano,4-2-3-1,1,0.5,0.3,0,Torino,Ivan Jurić,3-4-3,105360fe,LWDWW,5.0,1,WWW,7.0,-6,2.0,1.4666666666666668,0.3333333333333333,1.7,LWDWD,9.0,-9,DLD,12.0,-4,0.3333333333333333,0.8666666666666667,1.0,1.0666666666666667
13,"Friday December 29, 2023",Serie A ,18,658bf2de,Genoa,Alberto Gilardino,3-5-2,1,0.5,1.8,1,Internazionale,Simone Inzaghi,3-5-2,d609edc0,LDLDW,13.0,-2,WDD,11.0,0,1.0,1.1333333333333335,0.6666666666666666,0.9,DWWWW,1.0,-1,DWW,1.0,-1,2.0,1.7333333333333334,0.3333333333333333,0.8333333333333334
14,"Friday December 29, 2023",Serie A ,18,7213da33,Lazio,Maurizio Sarri,4-3-3,3,1.5,1.1,1,Frosinone,Eusebio Di Francesco,3-4-3,6a7ad59d,LWDLW,9.0,-5,DWL,8.0,-7,0.3333333333333333,1.3,0.6666666666666666,0.8666666666666667,WLDLL,13.0,3,LLL,20.0,-11,0.6666666666666666,1.0333333333333332,2.3333333333333335,1.6666666666666667
15,"Friday December 8, 2023",Serie A ,15,e0652b02,Juventus,Massimiliano Allegri,3-5-2,1,0.9,1.2,0,Napoli,Walter Mazzarri,4-3-3,d48ad4ff,WWWDW,2.0,2,WWD,4.0,-3,1.3333333333333333,2.0,0.6666666666666666,0.6,DWLWL,4.0,-6,WWW,4.0,-5,2.3333333333333335,1.8999999999999997,0.6666666666666666,0.8666666666666667
16,"Friday February 16, 2024",Serie A ,25,105360fe,Torino,Ivan Jurić,3-4-1-2,2,1.2,0.5,0,Lecce,Roberto D'Aversa,4-3-3,ffcbe334,DLWDD,10.0,-12,WLD,9.0,-8,1.0,1.4666666666666668,0.6666666666666666,0.5333333333333333,LLLWL,13.0,-6,LLL,15.0,-2,0.3333333333333333,1.3666666666666665,2.3333333333333335,1.3666666666666665
17,"Friday February 16, 2024",Serie A ,25,d609edc0,Internazionale,Simone Inzaghi,3-5-2,4,3.9,0.0,0,Salernitana,Fabio Liverani,3-4-3,c5577084,WWWWW,1.0,0,WWW,1.0,-5,2.3333333333333335,1.8666666666666665,0.3333333333333333,0.7333333333333334,LLLDL,20.0,7,WLD,20.0,6,0.6666666666666666,0.2333333333333333,0.6666666666666666,1.2666666666666668
18,"Friday February 2, 2024",Serie A ,23,ffcbe334,Lecce,Roberto D'Aversa,4-2-3-1,3,2.6,1.1,2,Fiorentina,Vincenzo Italiano,4-2-3-1,421387cf,LDLLL,14.0,-6,WDL,14.0,-6,1.0,0.9333333333333332,1.6666666666666667,1.5999999999999999,WLDLL,9.0,-7,WLL,8.0,-1,0.3333333333333333,1.3666666666666665,1.0,1.2333333333333334
19,"Friday February 23, 2024",Serie A ,26,1d8099f8,Bologna,Thiago Motta,4-2-3-1,2,1.6,0.6,0,Hellas Verona,Marco Baroni,4-2-3-1,0e72edf2,WDWWW,4.0,-2,WWW,2.0,0,3.3333333333333335,1.5666666666666667,0.6666666666666666,0.9666666666666667,LDLDD,17.0,-4,LLD,15.0,0,0.6666666666666666,0.9,1.3333333333333333,0.9333333333333332
20,"Friday February 9, 2024",Serie A ,24,c5577084,Salernitana,Filippo Inzaghi,3-4-3,1,0.9,2.2,3,Empoli,Davide Nicola,3-4-3,a3d88bd8,LLLLD,20.0,7,LLL,20.0,4,1.0,0.9333333333333332,2.0,1.5666666666666667,LLWDD,17.0,-6,DLD,14.0,2,0.6666666666666666,0.6333333333333334,1.0,1.1333333333333335
21,"Friday January 26, 2024",Serie A ,22,c4260e09,Cagliari,Claudio Ranieri,3-4-3,1,2.2,1.6,2,Torino,Ivan Jurić,3-4-3,105360fe,LDDWL,16.0,-3,WDW,11.0,-5,1.3333333333333333,1.2,0.6666666666666666,0.5666666666666667,DLWDL,10.0,-11,DLD,12.0,-1,0.0,0.6333333333333333,0.3333333333333333,0.6
22,"Friday January 5, 2024",Serie A ,19,1d8099f8,Bologna,Thiago Motta,4-2-3-1,1,1.3,0.1,1,Genoa,Alberto Gilardino,3-5-2,658bf2de,DWWWL,5.0,-1,WWW,2.0,2,1.6666666666666667,0.9,0.0,0.7333333333333334,DLDWD,12.0,-1,LLW,13.0,0,1.0,1.4333333333333333,1.3333333333333333,0.7999999999999999
23,"Friday March 1, 2024",Serie A ,27,7213da33,Lazio,Maurizio Sarri,4-3-3,0,1.3,1.0,1,Milan,Stefano Pioli,4-2-3-1,dc56fe14,DLWLL,8.0,2,WDL,8.0,-6,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.9,DWWLD,3.0,-2,WWL,2.0,-1,2.6666666666666665,1.7666666666666666,2.6666666666666665,1.1333333333333333
24,"Friday March 15, 2024",Serie A ,29,a3d88bd8,Empoli,Davide Nicola,3-4-3,0,1.0,2.3,1,Bologna,Thiago Motta,4-3-3,1d8099f8,WDWLL,16.0,-11,DDL,17.0,-8,0.3333333333333333,1.0,0.6666666666666666,0.6333333333333333,WWWWL,4.0,1,DWW,6.0,2,2.0,1.5,1.3333333333333333,1.9333333333333333
25,"Friday March 8, 2024",Serie A ,28,d48ad4ff,Napoli,Francesco Calzona,4-3-3,1,1.6,0.9,1,Torino,Ivan Jurić,3-4-1-2,105360fe,WLDDW,7.0,-14,WDW,11.0,-20,1.6666666666666667,1.5666666666666667,1.0,0.9333333333333335,DDWLD,10.0,-12,WDL,12.0,-1,1.6666666666666667,1.0666666666666667,1.6666666666666667,1.3333333333333333
26,"Friday May 10, 2024",Serie A ,36,6a7ad59d,Frosinone,Eusebio Di Francesco,3-4-3,0,1.3,1.8,5,Internazionale,Simone Inzaghi,3-5-2,d609edc0,DDDWD,16.0,-3,LDW,11.0,7,1.6666666666666667,1.4000000000000001,1.0,2.1,WDWWL,1.0,-4,WWL,1.0,-3,1.3333333333333333,2.1333333333333333,1.0,0.8666666666666667
27,"Friday May 17, 2024",Serie A ,37,421387cf,Fiorentina,Vincenzo Italiano,4-2-3-1,2,0.6,1.2,2,Napoli,Francesco Calzona,4-3-3,d48ad4ff,DWWLW,8.0,-7,DWW,7.0,-5,2.6666666666666665,2.4,1.0,0.7666666666666666,DLDDL,9.0,-24,WLD,4.0,-8,1.6666666666666667,1.2,1.3333333333333333,0.6666666666666666
28,"Friday May 24, 2024",Serie A ,38,658bf2de,Genoa,Alberto Gilardino,3-5-2,2,1.5,1.0,0,Bologna,Thiago Motta,4-2-3-1,1d8099f8,LWDWL,11.0,3,LWW,10.0,3,1.6666666666666667,0.8666666666666667,0.6666666666666666,1.2666666666666666,WDDWD,3.0,2,WDW,6.0,2,1.6666666666666667,0.9,0.3333333333333333,1.4000000000000001
29,"Friday May 3, 2024",Serie A ,35,105360fe,Torino,Ivan Jurić,3-4-1-2,0,0.7,0.2,0,Bologna,Thiago Motta,4-1-4-1,1d8099f8,WLDDL,10.0,-13,WDD,9.0,-8,0.3333333333333333,0.9333333333333332,0.0,0.8666666666666667,WDDWD,4.0,0,WDW,6.0,2,1.3333333333333333,1.8,0.3333333333333333,1.1333333333333333
30,"Friday November 10, 2023",Serie A ,12,e2befd26,Sassuolo,Alessio Dionisi,4-2-3-1,2,2.9,0.8,2,Salernitana,Filippo Inzaghi,4-3-3,c5577084,LDLDL,14.0,2,LLD,17.0,2,0.3333333333333333,0.9333333333333332,1.3333333333333333,1.5999999999999999,LLDLL,20.0,-2,LLL,16.0,3,0.0,0.6,1.6666666666666667,2.1666666666666665
31,"Friday November 10, 2023",Serie A ,12,658bf2de,Genoa,Alberto Gilardino,3-5-2,1,1.6,0.2,0,Hellas Verona,Marco Baroni,3-5-2,0e72edf2,DLLWL,14.0,5,WLW,11.0,5,1.6666666666666667,0.7000000000000001,0.6666666666666666,0.8666666666666666,DLLLL,18.0,5,DLL,17.0,-1,0.3333333333333333,0.4666666666666666,1.0,1.9000000000000001
32,"Friday November 3, 2023",Serie A ,11,1d8099f8,Bologna,Thiago Motta,4-2-3-1,1,0.6,0.5,0,Lazio,Maurizio Sarri,4-3-3,7213da33,DWDWD,8.0,-5,DWW,4.0,4,1.6666666666666667,1.3666666666666665,0.3333333333333333,1.5,WLWWW,7.0,-2,LLW,6.0,0,1.0,1.1333333333333333,1.6666666666666667,1.6333333333333335
33,"Friday October 27, 2023",Serie A ,10,658bf2de,Genoa,Alberto Gilardino,3-5-2,1,0.5,0.6,0,Salernitana,Filippo Inzaghi,3-4-3,c5577084,LWDLL,15.0,5,DWL,12.0,4,2.0,0.9333333333333332,1.3333333333333333,0.9666666666666667,DLLLD,19.0,1,LLL,16.0,2,0.0,0.7666666666666666,2.0,2.566666666666667
34,"Friday October 6, 2023",Serie A ,8,a3d88bd8,Empoli,Aurelio Andreazzoli,4-3-2-1,0,1.3,0.7,0,Udinese,Andrea Sottil,3-5-2,04eea015,LLLWL,18.0,-3,LLW,20.0,-5,0.3333333333333333,1.2666666666666668,1.0,1.6333333333333335,DDLLD,17.0,-5,DDL,9.0,-2,0.6666666666666666,0.7333333333333334,1.6666666666666667,1.8
35,"Friday October 6, 2023",Serie A ,8,ffcbe334,Lecce,Roberto D'Aversa,4-3-3,1,1.7,1.5,1,Sassuolo,Alessio Dionisi,4-2-3-1,e2befd26,WDWLL,7.0,5,WWL,11.0,-1,1.0,1.0333333333333334,1.3333333333333333,1.3,WLWWL,9.0,0,LLW,9.0,1,1.3333333333333333,0.8333333333333334,2.3333333333333335,2.4
36,"Friday September 1, 2023",Serie A ,3,e2befd26,Sassuolo,Alessio Dionisi,4-3-3,3,1.7,0.6,1,Hellas Verona,Marco Baroni,3-4-1-2,0e72edf2,LL,18.0,0,L,10.0,0,0.0,0.4,2.0,1.3,WW,1.0,6,W,5.0,3,1.0,0.5,0.0,0.7
37,"Friday September 1, 2023",Serie A ,3,cf74a709,Roma,José Mourinho,3-5-2,1,0.7,1.5,2,Milan,Stefano Pioli,4-2-3-1,dc56fe14,DL,13.0,-5,D,14.0,-2,2.0,1.9,2.0,0.1,WW,1.0,3,W,1.0,3,2.0,0.9,0.0,1.0
38,"Friday September 22, 2023",Serie A ,5,ffcbe334,Lecce,Roberto D'Aversa,4-3-3,1,0.9,0.3,0,Genoa,Alberto Gilardino,4-4-2,658bf2de,WDWD,4.0,5,WW,3.0,3,2.0,1.5499999999999998,0.5,1.35,LWLD,12.0,1,WL,7.0,4,0.5,0.4,0.5,0.8999999999999999
39,"Friday September 22, 2023",Serie A ,5,c5577084,Salernitana,Paulo Sousa,3-4-3,1,1.1,0.7,1,Frosinone,Eusebio Di Francesco,4-3-3,6a7ad59d,DDLL,18.0,2,DL,18.0,-1,0.5,0.6,2.0,1.3,LWDW,5.0,1,D,18.0,-5,0.0,1.8,0.0,1.5
40,"Monday April 1, 2024",Serie A ,30,c4260e09,Cagliari,Claudio Ranieri,4-2-3-1,1,0.6,1.4,1,Hellas Verona,Marco Baroni,4-2-3-1,0e72edf2,DDWWL,15.0,-1,LDW,11.0,-5,2.0,1.5999999999999999,2.0,1.1666666666666667,DLWWL,15.0,2,DLW,15.0,0,0.3333333333333333,0.6333333333333333,0.6666666666666666,1.0999999999999999
41,"Monday April 1, 2024",Serie A ,30,e2befd26,Sassuolo,Davide Ballardini,4-2-3-1,1,1.2,1.5,1,Udinese,Gabriele Cioffi,3-5-1-1,04eea015,LLLWL,19.0,-1,DLW,17.0,11,1.3333333333333333,0.9,1.3333333333333333,1.4333333333333333,DLDWL,14.0,-12,WLW,9.0,4,1.0,0.7333333333333333,1.0,1.7333333333333334
42,"Monday April 1, 2024",Serie A ,30,1d8099f8,Bologna,Thiago Motta,4-1-4-1,3,1.6,0.6,0,Salernitana,Stefano Colantuono,4-4-1-1,c5577084,WWWLW,4.0,1,WWL,2.0,0,2.0,1.2333333333333334,0.3333333333333333,0.9,LLDLL,20.0,7,LDL,20.0,6,1.0,0.6666666666666666,3.0,3.0
43,"Monday April 1, 2024",Serie A ,30,d609edc0,Internazionale,Simone Inzaghi,3-5-2,2,2.1,0.5,0,Empoli,Davide Nicola,3-4-3,a3d88bd8,WWWWD,1.0,-2,WWD,1.0,-5,2.3333333333333335,2.433333333333333,0.6666666666666666,0.7333333333333334,DWLLL,17.0,-11,WWL,14.0,2,2.0,1.4666666666666668,1.3333333333333333,1.1333333333333333
44,"Monday April 1, 2024",Serie A ,30,ffcbe334,Lecce,Luca Gotti,4-4-2,0,1.8,1.3,0,Roma,Daniele De Rossi,4-3-3,cf74a709,LLDLW,13.0,-6,WLL,14.0,-6,1.0,1.5333333333333332,2.3333333333333335,1.5333333333333332,WWWDW,5.0,-7,WWD,9.0,-8,3.0,1.4000000000000001,1.0,1.4666666666666668
45,"Monday April 15, 2024",Serie A ,32,922493f3,Atalanta,Gian Piero Gasperini,3-4-1-2,2,1.5,1.5,2,Hellas Verona,Marco Baroni,4-1-4-1,0e72edf2,LDLWL,6.0,-4,WLL,2.0,-5,2.0,2.433333333333333,1.6666666666666667,1.3666666666666665,WWLDL,17.0,0,LWD,15.0,0,0.6666666666666666,0.8666666666666666,1.0,1.0666666666666667
46,"Monday April 15, 2024",Serie A ,32,421387cf,Fiorentina,Vincenzo Italiano,4-2-3-1,1,1.5,1.3,1,Genoa,Alberto Gilardino,3-5-2,658bf2de,DDWLL,8.0,-5,WDL,7.0,-5,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,LLDDW,12.0,-2,LDW,13.0,0,1.0,1.0666666666666667,1.0,1.3666666666666665
47,"Monday April 22, 2024",Serie A ,33,cf74a709,Roma,Daniele De Rossi,4-3-3,1,2.0,1.1,3,Bologna,Thiago Motta,4-1-4-1,1d8099f8,DWDWW,5.0,-6,WWW,4.0,-2,1.6666666666666667,0.9333333333333332,0.6666666666666666,0.5,LWWDD,4.0,-3,WWD,6.0,2,1.0,1.8666666666666665,0.3333333333333333,0.9333333333333332
48,"Monday April 22, 2024",Serie A ,33,dc56fe14,Milan,Stefano Pioli,4-2-3-1,1,2.2,2.0,2,Internazionale,Simone Inzaghi,3-5-2,d609edc0,WWWWD,2.0,-1,DWW,4.0,-9,1.6666666666666667,1.2,0.3333333333333333,0.6,WDWWD,1.0,-4,WWW,1.0,-3,2.3333333333333335,2.3666666666666667,0.3333333333333333,0.5666666666666667
49,"Monday April 29, 2024",Serie A ,34,658bf2de,Genoa,Alberto Gilardino,3-5-2,3,1.2,1.1,0,Cagliari,Claudio Ranieri,3-4-3,c4260e09,DDWDL,12.0,-1,LDL,10.0,3,1.0,1.3666666666666665,1.6666666666666667,1.1666666666666667,LDWDD,14.0,-1,WLD,17.0,5,1.0,0.7000000000000001,1.0,1.4666666666666668
50,"Monday April 8, 2024",Serie A ,31,04eea015,Udinese,Gabriele Cioffi,3-5-1-1,1,0.1,3.3,2,Internazionale,Simone Inzaghi,3-5-2,d609edc0,LDWLD,14.0,-14,DDL,19.0,-19,0.6666666666666666,1.0666666666666667,1.3333333333333333,0.7666666666666667,WWWDW,1.0,-2,WWW,1.0,-3,3.0,1.5666666666666667,0.6666666666666666,0.7666666666666666
51,"Monday August 21, 2023",Serie A ,1,105360fe,Torino,Ivan Jurić,3-4-3,0,1.0,0.4,0,Cagliari,Claudio Ranieri,3-4-3,c4260e09,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
52,"Monday August 21, 2023",Serie A ,1,1d8099f8,Bologna,Thiago Motta,4-1-3-2,0,1.0,0.9,2,Milan,Stefano Pioli,4-3-3,dc56fe14,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
53,"Monday August 28, 2023",Serie A ,2,c4260e09,Cagliari,Claudio Ranieri,4-2-3-1,0,0.6,0.9,2,Internazionale,Simone Inzaghi,3-5-2,d609edc0,D,9.0,1,,13.0,0,,,,,W,1.0,0,,1.0,0,,,,
54,"Monday August 28, 2023",Serie A ,2,c5577084,Salernitana,Paulo Sousa,3-4-3,1,0.5,0.8,1,Udinese,Andrea Sottil,3-5-2,04eea015,D,9.0,1,,8.0,1,,,,,L,13.0,0,,9.0,-2,,,,
55,"Monday December 11, 2023",Serie A ,15,a3d88bd8,Empoli,Aurelio Andreazzoli,4-3-3,1,1.4,0.8,1,Lecce,Roberto D'Aversa,4-2-3-1,ffcbe334,LLWLD,17.0,-4,DLL,19.0,-12,1.0,1.0,2.3333333333333335,1.5333333333333332,LLDDD,13.0,1,DLD,18.0,-3,1.3333333333333333,0.8666666666666667,1.6666666666666667,1.9333333333333333
56,"Monday December 11, 2023",Serie A ,15,c4260e09,Cagliari,Claudio Ranieri,4-4-1-1,2,1.1,0.8,1,Sassuolo,Alessio Dionisi,4-2-3-1,e2befd26,WWLDL,18.0,-2,WWD,14.0,-5,2.3333333333333335,1.9666666666666668,1.6666666666666667,1.0666666666666667,DLDWL,14.0,0,DLW,15.0,-7,2.0,1.4333333333333333,2.0,2.1999999999999997
57,"Monday December 18, 2023",Serie A ,16,922493f3,Atalanta,Gian Piero Gasperini,3-4-1-2,4,1.9,1.3,1,Salernitana,Filippo Inzaghi,4-3-2-1,c5577084,LDLLW,8.0,-4,LLW,6.0,-5,1.6666666666666667,1.7666666666666666,2.0,1.5999999999999999,LDWLL,20.0,2,LDL,18.0,4,0.6666666666666666,0.7333333333333334,2.0,1.9666666666666668
58,"Monday December 4, 2023",Serie A ,14,105360fe,Torino,Ivan Jurić,3-4-1-2,3,1.7,0.5,0,Atalanta,Gian Piero Gasperini,3-4-3,922493f3,LWWDL,12.0,-5,DLW,8.0,-10,0.6666666666666666,1.5,1.3333333333333333,1.0999999999999999,WWLDL,7.0,-4,LWD,9.0,-3,2.0,1.0999999999999999,1.3333333333333333,1.1333333333333333
59,"Monday February 12, 2024",Serie A ,24,e0652b02,Juventus,Massimiliano Allegri,3-5-2,0,1.7,0.7,1,Udinese,Gabriele Cioffi,3-5-1-1,04eea015,WWWDL,2.0,3,WWD,4.0,-9,1.6666666666666667,1.0333333333333334,0.3333333333333333,0.5333333333333333,LDLLD,15.0,-14,DDL,9.0,4,1.0,0.9,1.6666666666666667,1.1333333333333335
60,"Monday February 26, 2024",Serie A ,26,cf74a709,Roma,Daniele De Rossi,3-5-2,3,1.4,0.6,2,Torino,Ivan Jurić,3-4-1-2,105360fe,WWWLW,6.0,-8,WWL,4.0,-2,2.6666666666666665,1.3666666666666665,1.6666666666666667,0.8666666666666667,LWDDW,10.0,-12,DWD,12.0,-1,1.0,1.0,0.6666666666666666,1.0333333333333334
61,"Monday February 26, 2024",Serie A ,26,421387cf,Fiorentina,Vincenzo Italiano,4-2-3-1,2,2.5,0.3,1,Lazio,Maurizio Sarri,4-3-3,7213da33,LLLWD,9.0,-6,DLW,7.0,-5,2.3333333333333335,1.7666666666666668,1.3333333333333333,0.9333333333333332,WDLWL,7.0,2,WLW,6.0,5,2.0,1.0,1.3333333333333333,1.5333333333333332
62,"Monday February 5, 2024",Serie A ,23,cf74a709,Roma,Daniele De Rossi,4-3-3,4,2.5,0.6,0,Cagliari,Claudio Ranieri,3-5-2,c4260e09,LDLWW,7.0,-8,WDW,4.0,-2,1.6666666666666667,1.6333333333333335,0.6666666666666666,0.8333333333333334,DDWLL,16.0,-6,LDL,17.0,5,0.6666666666666666,0.7999999999999999,2.0,1.7333333333333334
63,"Monday January 15, 2024",Serie A ,20,922493f3,Atalanta,Gian Piero Gasperini,3-4-3,5,3.7,0.4,0,Frosinone,Eusebio Di Francesco,4-1-4-1,6a7ad59d,WWLWD,6.0,-3,WWW,2.0,-5,2.6666666666666665,2.1,1.0,1.3333333333333333,DLLLL,14.0,3,LLL,18.0,-13,1.0,1.1666666666666667,2.6666666666666665,1.1333333333333333
64,"Monday January 29, 2024",Serie A ,22,c5577084,Salernitana,Filippo Inzaghi,3-4-3,1,1.2,1.6,2,Roma,Daniele De Rossi,4-3-3,cf74a709,DWLLL,20.0,6,DLL,20.0,4,1.3333333333333333,1.0,2.0,1.7666666666666668,WLDLW,9.0,-8,LLL,9.0,-8,0.3333333333333333,0.8333333333333334,2.0,1.0333333333333334
65,"Monday March 11, 2024",Serie A ,28,7213da33,Lazio,Maurizio Sarri,4-3-3,1,2.2,1.2,2,Udinese,Gabriele Cioffi,3-5-2,04eea015,LWLLL,9.0,-1,DLL,8.0,-6,0.3333333333333333,0.9666666666666668,1.0,0.8666666666666667,DWDLD,15.0,-15,LWL,9.0,4,0.3333333333333333,0.5333333333333333,1.3333333333333333,1.3666666666666665
66,"Monday March 4, 2024",Serie A ,27,d609edc0,Internazionale,Simone Inzaghi,3-5-2,2,1.8,0.8,1,Genoa,Alberto Gilardino,3-5-2,658bf2de,WWWWW,1.0,0,WWW,1.0,-5,3.0,2.533333333333333,0.0,0.3,WDLDW,12.0,2,WDD,13.0,0,1.0,0.6666666666666666,0.6666666666666666,0.9333333333333332
67,"Monday May 13, 2024",Serie A ,36,421387cf,Fiorentina,Vincenzo Italiano,4-2-3-1,2,2.5,0.7,1,Monza,Raffaele Palladino,4-4-2,21680aa4,LDWWL,8.0,-7,LDW,7.0,-5,2.3333333333333335,2.033333333333333,1.3333333333333333,1.5666666666666667,LDLDD,11.0,10,LDD,11.0,6,0.3333333333333333,0.7666666666666667,0.6666666666666666,1.5333333333333334
68,"Monday May 13, 2024",Serie A ,36,ffcbe334,Lecce,Luca Gotti,4-4-1-1,0,0.4,1.4,2,Udinese,Fabio Cannavaro,3-4-3,04eea015,LWWDD,13.0,-9,DWD,14.0,-6,0.6666666666666666,1.7666666666666666,0.3333333333333333,0.8333333333333334,LLLDD,18.0,-16,DLD,9.0,4,0.6666666666666666,1.3,1.0,0.9
