,date,league,matchweek,home_team_id,home_team,home_manager,home_formation,home_goals,home_xg,away_xg,away_goals,away_team,away_manager,away_formation,away_team_id,home_team_form,home_team_league_pos,home_team_points_diff,home_team_home_form,home_team_home_league_pos,home_team_home_points_diff,home_team_average_goals_form,home_team_average_xg_form,home_team_average_goals_form_against,home_team_average_xg_form_against,away_team_form,away_team_league_pos,away_team_points_diff,away_team_away_form,away_team_away_league_pos,away_team_away_points_diff,away_team_average_goals_form,away_team_average_xg_form,away_team_average_goals_form_against,away_team_average_xg_form_against
10,"Saturday August 24, 2024",Fußball-Bundesliga ,1,0cdc4311,Augsburg,Jess Thorup,4-1-2-1-2,2,1.0,1.4,2,Werder Bremen,Ole Werner,3-5-2,62add3bf,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
11,"Saturday August 24, 2024",Fußball-Bundesliga ,1,a224b06a,Mainz 05,Bo Henriksen,3-4-3,1,1.2,0.6,1,Union Berlin,Bo Svensson,3-4-3,7a41008f,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
12,"Saturday August 24, 2024",Fußball-Bundesliga ,1,033ea6b8,Hoffenheim,Pellegrino Matarazzo,3-4-1-2,3,3.5,1.7,2,Holstein Kiel,Marcel Rapp,3-4-1-2,2ac661d9,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
13,"Saturday August 24, 2024",Fußball-Bundesliga ,1,add600ae,Dortmund,Nuri Şahin,3-4-3,2,1.7,1.4,0,Eintracht Frankfurt,Dino Toppmöller,4-2-3-1,f0ac8ee6,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
14,"Saturday August 24, 2024",Fußball-Bundesliga ,1,a486e511,Freiburg,Julian Schuster,4-2-3-1,3,2.1,0.4,1,Stuttgart,Sebastian Hoeneß,4-2-3-1,598bc722,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
15,"Saturday August 24, 2024",Fußball-Bundesliga ,1,acbb6a5b,RB Leipzig,Marco Rose,4-2-2-2,1,1.3,1.0,0,Bochum,Peter Zeidler,4-1-2-1-2,b42c6323,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
16,"Saturday August 31, 2024",Fußball-Bundesliga ,2,598bc722,Stuttgart,Sebastian Hoeneß,4-2-3-1,3,3.8,2.3,3,Mainz 05,Bo Henriksen,3-4-3,a224b06a,L,12.0,0,,9.0,-2,,,,,D,8.0,-2,,7.0,1,,,,
17,"Saturday August 31, 2024",Fußball-Bundesliga ,2,f0ac8ee6,Eintracht Frankfurt,Dino Toppmöller,3-4-3,3,2.4,1.0,1,Hoffenheim,Pellegrino Matarazzo,3-4-1-2,033ea6b8,L,12.0,0,,1.0,0,,,,,W,1.0,0,,11.0,0,,,,
18,"Saturday August 31, 2024",Fußball-Bundesliga ,2,b42c6323,Bochum,Peter Zeidler,4-1-2-1-2,0,0.7,2.9,2,Mönchengladbach,Gerardo Seoane,4-2-3-1,32f3ee20,L,12.0,0,,13.0,0,,,,,L,12.0,0,,1.0,0,,,,
19,"Saturday August 31, 2024",Fußball-Bundesliga ,2,2ac661d9,Holstein Kiel,Marcel Rapp,3-4-1-2,0,1.1,1.3,2,Wolfsburg,Ralph Hasenhüttl,4-2-3-1,4eaa11d7,L,12.0,0,,13.0,0,,,,,L,12.0,0,,1.0,0,,,,
20,"Saturday August 31, 2024",Fußball-Bundesliga ,2,62add3bf,Werder Bremen,Ole Werner,3-4-3,0,0.3,0.6,0,Dortmund,Nuri Şahin,4-2-3-1,add600ae,D,8.0,-2,,9.0,1,,,,,W,1.0,0,,7.0,-2,,,,
21,"Saturday August 31, 2024",Fußball-Bundesliga ,2,c7a9f859,Bayer Leverkusen,Xabi Alonso,3-4-3,2,2.2,1.1,3,RB Leipzig,Marco Rose,3-4-3,acbb6a5b,W,1.0,0,,13.0,-3,,,,,W,1.0,0,,1.0,3,,,,
22,"Saturday November 2, 2024",Fußball-Bundesliga ,9,add600ae,Dortmund,Nuri Şahin,4-1-4-1,2,2.0,0.5,1,RB Leipzig,Marco Rose,4-4-2,acbb6a5b,LWLWL,7.0,-5,WWW,1.0,0,3.3333333333333335,2.8000000000000003,1.6666666666666667,1.2333333333333334,DWWWW,1.0,2,DWW,2.0,4,1.0,1.3333333333333333,0.0,1.0
23,"Saturday November 2, 2024",Fußball-Bundesliga ,9,033ea6b8,Hoffenheim,Pellegrino Matarazzo,3-4-1-2,0,0.7,0.9,2,St. Pauli,Alexander Blessin,3-4-3,54864664,LLDWD,14.0,5,LLW,11.0,3,2.3333333333333335,1.5333333333333332,3.0,3.033333333333333,DWLLD,16.0,-1,LWL,9.0,3,1.6666666666666667,0.7333333333333334,1.6666666666666667,2.1666666666666665
24,"Saturday November 2, 2024",Fußball-Bundesliga ,9,2ac661d9,Holstein Kiel,Marcel Rapp,3-5-2,1,1.1,1.2,0,Heidenheim,Frank Schmidt,3-4-3,18d9d2a7,DLDLL,17.0,-4,LLL,15.0,0,1.0,0.9,4.0,2.1333333333333333,LWLLD,10.0,1,LWL,9.0,0,2.0,1.6666666666666667,2.3333333333333335,2.2666666666666666
25,"Saturday November 2, 2024",Fußball-Bundesliga ,9,4eaa11d7,Wolfsburg,Ralph Hasenhüttl,4-2-3-1,1,1.2,0.5,1,Augsburg,Jess Thorup,3-5-2,0cdc4311,LDWLD,14.0,-1,LDL,16.0,-1,1.6666666666666667,1.4666666666666668,2.6666666666666665,2.1,LLWLW,10.0,1,LLL,16.0,1,0.3333333333333333,0.7999999999999999,3.6666666666666665,2.3000000000000003
26,"Saturday November 2, 2024",Fußball-Bundesliga ,9,f0ac8ee6,Eintracht Frankfurt,Dino Toppmöller,4-4-2,7,3.5,1.8,2,Bochum,Markus Feldhoff,4-4-2,b42c6323,WWDLD,6.0,-1,WWD,5.0,1,2.6666666666666665,2.1,1.3333333333333333,1.6333333333333335,DLLLL,18.0,-2,LLL,18.0,-3,1.3333333333333333,1.6333333333333335,3.0,3.1333333333333333
27,"Saturday November 2, 2024",Fußball-Bundesliga ,9,054efa67,Bayern Munich,Vincent Kompany,4-2-3-1,3,2.5,0.5,0,Union Berlin,Bo Svensson,3-4-3,7a41008f,WDDWW,1.0,-4,WDW,5.0,-2,2.3333333333333335,2.033333333333333,0.3333333333333333,0.5333333333333333,WLWWD,3.0,6,DLW,11.0,5,0.6666666666666666,0.7999999999999999,0.3333333333333333,1.1666666666666667
28,"Saturday November 9, 2024",Fußball-Bundesliga ,10,54864664,St. Pauli,Alexander Blessin,5-4-1,0,0.1,0.8,1,Bayern Munich,Vincent Kompany,4-2-3-1,054efa67,WLLDW,15.0,-1,DLD,16.0,-4,0.0,1.0666666666666667,1.0,0.9666666666666668,DDWWW,1.0,-4,WDW,1.0,-2,4.333333333333333,2.466666666666667,1.0,0.6
29,"Saturday November 9, 2024",Fußball-Bundesliga ,10,acbb6a5b,RB Leipzig,Marco Rose,3-4-3,0,1.0,0.9,0,Mönchengladbach,Gerardo Seoane,4-2-3-1,32f3ee20,WWWWL,2.0,2,DWW,2.0,-4,2.3333333333333335,2.033333333333333,0.3333333333333333,1.1333333333333333,WLWDW,8.0,1,LLD,11.0,2,0.6666666666666666,0.9666666666666667,1.6666666666666667,1.9000000000000001
30,"Saturday November 9, 2024",Fußball-Bundesliga ,10,b42c6323,Bochum,Dieter Hecking,5-4-1,1,0.7,1.2,1,Bayer Leverkusen,Xabi Alonso,3-4-3,c7a9f859,LLLLL,18.0,-2,DLL,16.0,2,1.0,1.0333333333333334,3.3333333333333335,2.1666666666666665,DDWDD,4.0,-5,WDD,6.0,0,2.3333333333333335,1.6333333333333335,1.3333333333333333,1.3
31,"Saturday November 9, 2024",Fußball-Bundesliga ,10,a224b06a,Mainz 05,Bo Henriksen,3-4-3,3,2.0,0.9,1,Dortmund,Nuri Şahin,4-1-4-1,add600ae,LWLDD,12.0,1,LLD,12.0,-4,0.3333333333333333,0.9666666666666667,1.6666666666666667,1.2666666666666666,WLWLW,4.0,-5,LLL,16.0,-5,1.0,0.7999999999999999,3.0,1.8333333333333333
32,"Saturday November 9, 2024",Fußball-Bundesliga ,10,62add3bf,Werder Bremen,Ole Werner,3-4-3,2,1.7,0.7,1,Holstein Kiel,Marcel Rapp,3-5-2,2ac661d9,WLWDL,10.0,-4,LLD,12.0,-2,0.6666666666666666,0.8666666666666667,2.6666666666666665,1.7666666666666666,LDLLW,17.0,-1,DDL,15.0,-1,1.6666666666666667,1.3333333333333333,2.0,1.5
33,"Saturday October 19, 2024",Fußball-Bundesliga ,7,054efa67,Bayern Munich,Vincent Kompany,4-2-3-1,4,3.2,0.5,0,Stuttgart,Sebastian Hoeneß,4-2-3-1,598bc722,WWWDD,1.0,-4,WD,5.0,-2,1.5,1.45,0.5,0.55,DWWDD,8.0,-6,LWD,11.0,-1,2.0,1.4666666666666668,2.0,1.6000000000000003
34,"Saturday October 19, 2024",Fußball-Bundesliga ,7,a486e511,Freiburg,Julian Schuster,4-2-3-1,3,0.8,0.6,1,Augsburg,Jess Thorup,3-5-2,0cdc4311,LWWLW,4.0,-1,WWL,5.0,-5,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.8000000000000002,LWLLW,12.0,-2,LL,16.0,1,0.0,0.9,4.0,3.05
35,"Saturday October 19, 2024",Fußball-Bundesliga ,7,a224b06a,Mainz 05,Bo Henriksen,3-4-3,0,0.6,1.9,2,RB Leipzig,Marco Rose,3-4-3,acbb6a5b,DLWLW,10.0,2,DLL,12.0,-4,0.6666666666666666,0.9666666666666667,1.6666666666666667,1.1333333333333333,WDDWW,1.0,2,WDW,2.0,4,1.3333333333333333,1.0666666666666667,0.6666666666666666,1.5333333333333332
36,"Saturday October 19, 2024",Fußball-Bundesliga ,7,32f3ee20,Mönchengladbach,Gerardo Seoane,4-2-3-1,3,3.6,2.0,2,Heidenheim,Frank Schmidt,4-2-3-1,18d9d2a7,WLLWL,14.0,0,LLW,8.0,0,1.3333333333333333,1.366666666666667,2.0,1.866666666666667,WLLWL,8.0,3,WLW,9.0,0,2.0,1.3666666666666665,1.3333333333333333,1.4666666666666668
37,"Saturday October 19, 2024",Fußball-Bundesliga ,7,c7a9f859,Bayer Leverkusen,Xabi Alonso,3-4-3,2,3.8,1.9,1,Eintracht Frankfurt,Dino Toppmöller,4-4-2,f0ac8ee6,LWWDD,5.0,-4,LWD,9.0,-7,2.6666666666666665,2.066666666666667,2.6666666666666665,1.1333333333333335,WWWWD,3.0,1,LWW,2.0,1,2.0,2.0,1.6666666666666667,1.4333333333333333
38,"Saturday October 19, 2024",Fußball-Bundesliga ,7,033ea6b8,Hoffenheim,Pellegrino Matarazzo,3-4-1-2,3,2.5,2.7,1,Bochum,Peter Zeidler,4-1-4-1,b42c6323,LLLLD,15.0,1,WLL,11.0,3,2.3333333333333335,1.8666666666666665,3.3333333333333335,2.6999999999999997,LLDLL,18.0,1,LLL,18.0,-3,1.0,1.0666666666666667,2.3333333333333335,2.733333333333334
39,"Saturday October 26, 2024",Fußball-Bundesliga ,8,acbb6a5b,RB Leipzig,Marco Rose,4-2-2-2,3,1.8,1.7,1,Freiburg,Julian Schuster,4-2-3-1,a486e511,DDWWW,1.0,2,WDW,2.0,-4,1.6666666666666667,1.8666666666666665,0.0,0.9,WWLWW,3.0,-1,LWW,8.0,0,1.3333333333333333,1.1333333333333333,0.6666666666666666,1.0666666666666667
40,"Saturday October 26, 2024",Fußball-Bundesliga ,8,598bc722,Stuttgart,Sebastian Hoeneß,4-4-2,2,1.6,0.5,1,Holstein Kiel,Marcel Rapp,3-5-2,2ac661d9,WWDDL,9.0,-6,DWD,9.0,-7,3.0,3.033333333333333,1.6666666666666667,1.3,LDLDL,17.0,-4,LDD,15.0,-1,2.0,1.7333333333333334,2.3333333333333335,2.1333333333333333
41,"Saturday October 26, 2024",Fußball-Bundesliga ,8,54864664,St. Pauli,Alexander Blessin,3-4-3,0,0.8,1.1,0,Wolfsburg,Ralph Hasenhüttl,4-2-3-1,4eaa11d7,LDWLL,16.0,-2,LDL,16.0,-4,0.0,1.2,1.6666666666666667,0.9666666666666668,LLDWL,13.0,1,WLW,2.0,1,2.6666666666666665,1.4666666666666668,1.6666666666666667,1.5666666666666667
42,"Saturday October 26, 2024",Fußball-Bundesliga ,8,62add3bf,Werder Bremen,Ole Werner,3-4-3,2,1.6,1.3,2,Bayer Leverkusen,Xabi Alonso,3-4-3,c7a9f859,WLWLW,8.0,-2,DLL,12.0,-2,0.0,0.43333333333333335,2.0,1.5333333333333332,WWDDW,4.0,-4,WWD,6.0,0,2.6666666666666665,2.1,1.3333333333333333,1.3
43,"Saturday October 26, 2024",Fußball-Bundesliga ,8,0cdc4311,Augsburg,Jess Thorup,5-3-2,2,0.6,1.0,1,Dortmund,Nuri Şahin,4-2-3-1,add600ae,WLLWL,13.0,-2,WLW,2.0,-1,2.3333333333333335,2.1333333333333333,1.6666666666666667,0.6666666666666666,WLWLW,6.0,-2,DLL,16.0,-5,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.7333333333333334
44,"Saturday October 5, 2024",Fußball-Bundesliga ,6,c7a9f859,Bayer Leverkusen,Xabi Alonso,3-4-3,2,2.1,1.6,2,Holstein Kiel,Marcel Rapp,3-5-2,2ac661d9,WLWWD,4.0,-2,LW,9.0,-7,3.0,2.05,3.0,0.9,LLLDL,17.0,-2,LD,15.0,-1,2.0,1.7999999999999998,2.5,2.15
45,"Saturday October 5, 2024",Fußball-Bundesliga ,6,b42c6323,Bochum,Peter Zeidler,4-3-1-2,1,1.7,2.4,3,Wolfsburg,Ralph Hasenhüttl,3-4-1-2,4eaa11d7,LLLDL,17.0,1,LD,15.0,2,1.0,0.75,2.0,2.4,LWLLD,13.0,1,WL,2.0,1,2.5,1.0,2.0,1.5
46,"Saturday October 5, 2024",Fußball-Bundesliga ,6,54864664,St. Pauli,Alexander Blessin,3-4-3,0,1.0,1.1,3,Mainz 05,Bo Henriksen,3-4-3,a224b06a,LLLDW,13.0,-2,LD,15.0,-4,0.0,1.2999999999999998,1.0,0.9,DDLWL,12.0,2,DW,6.0,5,3.0,1.65,2.5,3.0999999999999996
47,"Saturday October 5, 2024",Fußball-Bundesliga ,6,62add3bf,Werder Bremen,Ole Werner,3-4-3,0,1.0,1.0,1,Freiburg,Julian Schuster,4-2-3-1,a486e511,DDWLW,8.0,-1,DL,12.0,-2,0.0,0.15,2.5,1.8,WLWWL,6.0,-3,LW,7.0,0,1.5,1.2,1.0,1.1
48,"Saturday October 5, 2024",Fußball-Bundesliga ,6,7a41008f,Union Berlin,Bo Svensson,3-4-3,2,1.5,0.7,1,Dortmund,Nuri Şahin,4-2-3-1,add600ae,DWDWL,8.0,2,WW,2.0,2,1.5,1.15,0.5,0.45,WDWLW,4.0,-2,DL,16.0,-5,0.5,0.6499999999999999,2.5,1.8499999999999999
49,"Saturday September 14, 2024",Fußball-Bundesliga ,3,a486e511,Freiburg,Julian Schuster,4-2-3-1,2,3.7,0.9,1,Bochum,Peter Zeidler,4-4-2,b42c6323,WL,6.0,0,W,1.0,0,3.0,2.1,1.0,0.4,LL,16.0,0,L,15.0,0,0.0,1.0,1.0,1.3
50,"Saturday September 14, 2024",Fußball-Bundesliga ,3,acbb6a5b,RB Leipzig,Marco Rose,3-4-3,0,1.3,0.6,0,Union Berlin,Bo Svensson,3-4-3,7a41008f,WW,1.0,3,W,5.0,-2,1.0,1.3,0.0,1.0,DW,4.0,1,D,12.0,2,1.0,0.6,1.0,1.2
51,"Saturday September 14, 2024",Fußball-Bundesliga ,3,033ea6b8,Hoffenheim,Pellegrino Matarazzo,3-4-1-2,1,0.9,3.5,4,Bayer Leverkusen,Xabi Alonso,3-4-3,c7a9f859,WL,6.0,0,W,9.0,0,3.0,3.5,2.0,1.7,WL,6.0,-3,W,1.0,0,3.0,2.7,2.0,1.6
52,"Saturday September 14, 2024",Fußball-Bundesliga ,3,32f3ee20,Mönchengladbach,Gerardo Seoane,4-2-3-1,1,1.6,2.2,3,Stuttgart,Sebastian Hoeneß,4-2-2-2,598bc722,LW,6.0,0,L,16.0,0,2.0,1.6,3.0,2.7,LD,14.0,-2,L,6.0,0,1.0,0.4,3.0,2.1
53,"Saturday September 14, 2024",Fußball-Bundesliga ,3,2ac661d9,Holstein Kiel,Marcel Rapp,4-3-3,1,0.3,3.2,6,Bayern Munich,Vincent Kompany,4-2-3-1,054efa67,LL,16.0,0,L,16.0,0,0.0,1.1,2.0,1.3,WW,1.0,0,W,1.0,0,3.0,2.4,2.0,1.9
54,"Saturday September 14, 2024",Fußball-Bundesliga ,3,4eaa11d7,Wolfsburg,Ralph Hasenhüttl,4-1-4-1,1,1.5,2.5,2,Eintracht Frankfurt,Dino Toppmöller,4-4-2,f0ac8ee6,LW,6.0,0,L,16.0,0,2.0,1.9,3.0,2.4,LW,6.0,0,L,6.0,0,0.0,1.4,2.0,1.7
55,"Saturday September 21, 2024",Fußball-Bundesliga ,4,18d9d2a7,Heidenheim,Frank Schmidt,3-1-4-2,0,0.7,1.4,3,Freiburg,Julian Schuster,4-2-3-1,a486e511,WWL,4.0,3,W,10.0,0,4.0,3.1,0.0,0.7,WLW,4.0,0,L,6.0,2,0.0,1.0,2.0,1.5
56,"Saturday September 21, 2024",Fußball-Bundesliga ,4,b42c6323,Bochum,Peter Zeidler,4-1-2-1-2,2,0.8,1.9,2,Holstein Kiel,Marcel Rapp,3-4-3,2ac661d9,LLL,16.0,0,L,13.0,1,0.0,0.7,2.0,2.9,LLL,16.0,0,L,13.0,-1,2.0,1.7,3.0,3.5
57,"Saturday September 21, 2024",Fußball-Bundesliga ,4,7a41008f,Union Berlin,Bo Svensson,3-4-3,2,1.2,0.4,1,Hoffenheim,Pellegrino Matarazzo,3-5-2,033ea6b8,DWD,8.0,2,W,1.0,0,1.0,1.1,0.0,0.5,WLL,12.0,0,L,15.0,1,1.0,1.0,3.0,2.4
58,"Saturday September 21, 2024",Fußball-Bundesliga ,4,62add3bf,Werder Bremen,Ole Werner,3-5-2,0,0.0,3.0,5,Bayern Munich,Vincent Kompany,4-2-3-1,054efa67,DDW,8.0,-1,D,13.0,0,0.0,0.3,0.0,0.6,WWW,1.0,0,WW,1.0,0,4.5,2.8,1.5,1.0999999999999999
59,"Saturday September 21, 2024",Fußball-Bundesliga ,4,f0ac8ee6,Eintracht Frankfurt,Dino Toppmöller,4-4-2,2,2.7,1.7,0,Mönchengladbach,Gerardo Seoane,4-2-3-1,32f3ee20,LWW,4.0,0,W,3.0,1,3.0,2.4,1.0,1.0,LWL,12.0,0,W,11.0,0,2.0,2.9,0.0,0.7
60,"Saturday September 28, 2024",Fußball-Bundesliga ,5,054efa67,Bayern Munich,Vincent Kompany,4-2-3-1,1,1.4,0.1,1,Bayer Leverkusen,Xabi Alonso,3-4-3,c7a9f859,WWWW,1.0,0,W,2.0,-2,2.0,1.5,0.0,1.0,WLWW,2.0,-3,WW,4.0,2,3.5,3.1,1.5,1.25
61,"Saturday September 28, 2024",Fußball-Bundesliga ,5,a486e511,Freiburg,Julian Schuster,4-2-3-1,0,1.2,1.1,3,St. Pauli,Alexander Blessin,3-4-3,54864664,WLWW,2.0,0,WW,6.0,-3,2.5,2.9000000000000004,1.0,0.65,LLLD,16.0,-5,LL,13.0,3,0.5,0.5,2.0,1.9000000000000001
62,"Saturday September 28, 2024",Fußball-Bundesliga ,5,a224b06a,Mainz 05,Bo Henriksen,3-4-3,0,0.6,1.2,2,Heidenheim,Frank Schmidt,4-2-3-1,18d9d2a7,DDLW,10.0,2,DL,15.0,-2,1.0,1.15,1.5,1.1,WWLL,9.0,3,WL,7.0,3,2.0,1.4500000000000002,2.0,1.9
63,"Saturday September 28, 2024",Fußball-Bundesliga ,5,acbb6a5b,RB Leipzig,Marco Rose,4-4-2,4,3.0,1.1,0,Augsburg,Jess Thorup,3-4-3,0cdc4311,WWDD,5.0,2,WD,2.0,-2,0.5,1.3,0.0,0.8,DLWL,12.0,-2,L,16.0,1,0.0,0.7,4.0,3.1
64,"Saturday September 28, 2024",Fußball-Bundesliga ,5,4eaa11d7,Wolfsburg,Ralph Hasenhüttl,4-4-2,2,1.1,1.8,2,Stuttgart,Sebastian Hoeneß,4-2-3-1,598bc722,LWLL,13.0,0,LL,15.0,1,1.5,1.7,2.5,2.45,LDWW,7.0,-2,LW,11.0,-2,2.0,1.3,2.0,1.85
65,"Saturday September 28, 2024",Fußball-Bundesliga ,5,32f3ee20,Mönchengladbach,Gerardo Seoane,4-2-3-1,1,0.9,0.7,0,Union Berlin,Bo Svensson,3-4-3,7a41008f,LWLL,13.0,0,LL,10.0,0,1.5,1.6,3.0,2.45,DWDW,5.0,2,DD,10.0,5,0.5,0.6,0.5,1.25
66,"Sunday August 25, 2024",Fußball-Bundesliga ,1,54864664,St. Pauli,Alexander Blessin,3-5-2,0,1.2,1.1,2,Heidenheim,Frank Schmidt,4-2-3-1,18d9d2a7,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
67,"Sunday August 25, 2024",Fußball-Bundesliga ,1,4eaa11d7,Wolfsburg,Ralph Hasenhüttl,4-2-3-1,2,1.9,2.4,3,Bayern Munich,Vincent Kompany,4-2-3-1,054efa67,,1.0,0,,1.0,0,,,,,,1.0,0,,1.0,0,,,,
68,"Sunday November 10, 2024",Fußball-Bundesliga ,10,18d9d2a7,Heidenheim,Frank Schmidt,4-2-3-1,1,2.4,1.5,3,Wolfsburg,Ralph Hasenhüttl,4-5-1,4eaa11d7,WLLDL,12.0,-2,LLD,14.0,-5,0.0,1.0666666666666667,1.3333333333333333,1.1666666666666667,DWLDD,14.0,-3,LWD,2.0,1,2.0,1.4000000000000001,1.6666666666666667,1.4666666666666668
69,"Sunday November 10, 2024",Fußball-Bundesliga ,10,598bc722,Stuttgart,Sebastian Hoeneß,4-2-3-1,2,2.5,1.3,3,Eintracht Frankfurt,Dino Toppmöller,4-4-2,f0ac8ee6,DDLWD,8.0,-5,WDW,9.0,-7,2.6666666666666665,2.3000000000000003,1.0,0.7000000000000001,WDLDW,3.0,-1,WLD,2.0,1,2.0,1.8333333333333333,1.6666666666666667,2.1
70,"Sunday November 10, 2024",Fußball-Bundesliga ,10,0cdc4311,Augsburg,Jess Thorup,3-5-2,0,0.9,0.5,0,Hoffenheim,Pellegrino Matarazzo,3-4-1-2,033ea6b8,LWLWD,11.0,2,LWW,2.0,-1,2.0,1.4333333333333333,1.6666666666666667,0.8333333333333334,LDWDL,15.0,5,LDD,14.0,3,0.6666666666666666,0.6666666666666666,1.0,1.5333333333333332
71,"Sunday November 3, 2024",Fußball-Bundesliga ,9,a486e511,Freiburg,Julian Schuster,4-2-3-1,0,0.8,0.5,0,Mainz 05,Bo Henriksen,3-4-3,a224b06a,WLWWL,3.0,-1,WLW,5.0,-5,1.6666666666666667,1.9000000000000001,1.6666666666666667,0.8666666666666667,WLWLD,13.0,0,DWW,7.0,5,3.0,1.4666666666666668,1.6666666666666667,2.4
72,"Sunday November 3, 2024",Fußball-Bundesliga ,9,32f3ee20,Mönchengladbach,Gerardo Seoane,4-2-3-1,4,2.5,1.4,1,Werder Bremen,Ole Werner,3-4-3,62add3bf,LWLWD,10.0,1,LWW,8.0,0,1.6666666666666667,2.0333333333333337,1.6666666666666667,1.6333333333333335,LWLWD,8.0,-4,WWW,2.0,-2,3.3333333333333335,2.1666666666666665,2.0,1.3666666666666665
