,date,league,matchweek,home_team_id,home_team,home_manager,home_formation,home_goals,home_xg,away_xg,away_goals,away_team,away_manager,away_formation,away_team_id,home_team_form,home_team_league_pos,home_team_points_diff,home_team_home_form,home_team_home_league_pos,home_team_home_points_diff,home_team_average_goals_form,home_team_average_xg_form,home_team_average_goals_form_against,home_team_average_xg_form_against,away_team_form,away_team_league_pos,away_team_points_diff,away_team_away_form,away_team_away_league_pos,away_team_away_points_diff,away_team_average_goals_form,away_team_average_xg_form,away_team_average_goals_form_against,away_team_average_xg_form_against
73,"Sunday October 20, 2024",Fußball-Bundesliga ,7,2ac661d9,Holstein Kiel,Marcel Rapp,5-3-2,0,1.3,1.1,2,Union Berlin,Bo Svensson,3-4-3,7a41008f,LLDLD,17.0,-1,LLL,15.0,0,1.0,0.8333333333333334,4.0,2.2,WDWLW,5.0,2,DDL,11.0,5,0.3333333333333333,0.6333333333333333,0.6666666666666666,1.1333333333333333
74,"Sunday October 20, 2024",Fußball-Bundesliga ,7,4eaa11d7,Wolfsburg,Ralph Hasenhüttl,3-4-1-2,2,1.8,2.0,4,Werder Bremen,Ole Werner,3-4-3,62add3bf,WLLDW,12.0,1,LLD,16.0,-1,1.6666666666666667,1.5,2.3333333333333335,2.2333333333333334,DWLWL,10.0,-2,DWW,2.0,-2,2.6666666666666665,1.9666666666666668,2.0,1.0999999999999999
75,"Sunday October 27, 2024",Fußball-Bundesliga ,8,7a41008f,Union Berlin,Bo Svensson,3-4-3,1,1.4,1.5,1,Eintracht Frankfurt,Dino Toppmöller,3-5-2,f0ac8ee6,DWLWW,4.0,5,WWW,2.0,2,1.6666666666666667,1.2666666666666666,0.6666666666666666,0.5333333333333333,WWWDL,6.0,1,WWL,2.0,1,2.3333333333333335,2.1666666666666665,1.6666666666666667,2.1333333333333333
76,"Sunday October 27, 2024",Fußball-Bundesliga ,8,18d9d2a7,Heidenheim,Frank Schmidt,4-3-3,0,1.5,0.7,0,Hoffenheim,Pellegrino Matarazzo,3-4-1-2,033ea6b8,LLWLL,9.0,3,WLL,14.0,-5,1.3333333333333333,1.5999999999999999,1.3333333333333333,1.1666666666666667,LLLDW,13.0,4,LLD,14.0,3,1.0,0.7666666666666666,2.0,1.8333333333333333
77,"Sunday October 27, 2024",Fußball-Bundesliga ,8,b42c6323,Bochum,Markus Feldhoff,3-5-2,0,0.6,2.2,5,Bayern Munich,Vincent Kompany,4-2-3-1,054efa67,LDLLL,18.0,-2,LDL,16.0,2,1.0,1.0666666666666667,2.3333333333333335,2.4,WWDDW,1.0,-4,WWD,1.0,-2,4.666666666666667,2.8000000000000003,1.3333333333333333,0.5
78,"Sunday October 6, 2024",Fußball-Bundesliga ,6,18d9d2a7,Heidenheim,Frank Schmidt,3-4-1-2,0,1.0,1.4,1,RB Leipzig,Marco Rose,4-2-2-2,acbb6a5b,WWLLW,6.0,3,WL,13.0,-5,2.0,1.9,1.5,1.0499999999999998,WWDDW,3.0,2,WD,2.0,4,1.5,0.9,1.0,1.8
79,"Sunday October 6, 2024",Fußball-Bundesliga ,6,598bc722,Stuttgart,Sebastian Hoeneß,3-5-2,1,1.9,0.9,1,Hoffenheim,Pellegrino Matarazzo,3-4-1-2,033ea6b8,LDWWD,8.0,-4,DW,9.0,-7,4.0,3.5999999999999996,2.0,1.5,WLLLL,16.0,0,LL,14.0,3,1.0,0.7,2.5,1.7999999999999998
80,"Sunday October 6, 2024",Fußball-Bundesliga ,6,f0ac8ee6,Eintracht Frankfurt,Dino Toppmöller,4-4-2,3,1.2,2.2,3,Bayern Munich,Vincent Kompany,4-2-3-1,054efa67,LWWWW,2.0,0,WW,4.0,1,2.5,2.55,0.5,1.35,WWWWD,1.0,-2,WWW,1.0,-2,4.666666666666667,2.8666666666666667,1.0,0.7333333333333333
81,"Sunday September 1, 2024",Fußball-Bundesliga ,2,054efa67,Bayern Munich,Vincent Kompany,4-1-4-1,2,1.5,1.0,0,Freiburg,Julian Schuster,4-2-3-1,a486e511,W,1.0,0,,1.0,0,,,,,W,1.0,0,,11.0,0,,,,
82,"Sunday September 1, 2024",Fußball-Bundesliga ,2,18d9d2a7,Heidenheim,Frank Schmidt,4-2-3-1,4,3.1,0.7,0,Augsburg,Jess Thorup,4-1-2-1-2,0cdc4311,W,1.0,3,,1.0,0,,,,,D,8.0,1,,11.0,0,,,,
83,"Sunday September 15, 2024",Fußball-Bundesliga ,3,a224b06a,Mainz 05,Bo Henriksen,3-4-3,1,1.1,1.6,2,Werder Bremen,Ole Werner,3-4-3,62add3bf,DD,12.0,-1,D,12.0,-2,1.0,1.2,1.0,0.6,DD,12.0,-1,D,3.0,-2,2.0,1.4,2.0,1.0
84,"Sunday September 15, 2024",Fußball-Bundesliga ,3,0cdc4311,Augsburg,Jess Thorup,3-4-3,3,2.7,0.5,1,St. Pauli,Alexander Blessin,3-5-2,54864664,DL,14.0,1,D,5.0,1,2.0,1.0,2.0,1.4,LL,16.0,-3,L,15.0,0,0.0,0.5,1.0,1.1
85,"Sunday September 22, 2024",Fußball-Bundesliga ,4,598bc722,Stuttgart,Sebastian Hoeneß,4-4-2,5,3.4,0.7,1,Dortmund,Nuri Şahin,4-2-3-1,add600ae,LDW,10.0,-2,D,7.0,-4,3.0,3.8,3.0,2.3,WDW,2.0,-2,D,15.0,-2,0.0,0.6,0.0,0.3
86,"Sunday September 22, 2024",Fußball-Bundesliga ,4,54864664,St. Pauli,Alexander Blessin,3-4-3,0,1.4,0.7,0,RB Leipzig,Marco Rose,4-4-2,acbb6a5b,LLL,16.0,-3,L,13.0,-5,0.0,1.2,2.0,1.1,WWD,2.0,1,W,2.0,4,3.0,1.1,2.0,2.2
87,"Sunday September 22, 2024",Fußball-Bundesliga ,4,c7a9f859,Bayer Leverkusen,Xabi Alonso,3-4-3,4,1.9,0.7,3,Wolfsburg,Ralph Hasenhüttl,4-1-4-1,4eaa11d7,WLW,4.0,-3,L,8.0,-5,2.0,2.2,3.0,1.1,LWL,12.0,0,W,6.0,0,2.0,1.3,0.0,1.1
88,"Sunday September 29, 2024",Fußball-Bundesliga ,5,033ea6b8,Hoffenheim,Pellegrino Matarazzo,3-4-1-2,3,1.2,2.9,4,Werder Bremen,Ole Werner,3-4-3,62add3bf,WLLL,13.0,0,WL,10.0,3,2.0,2.2,3.0,2.6,DDWL,10.0,-1,DW,1.0,-2,2.0,1.5,1.5,1.05
